,DOI,Article name,Formula,Cat. compound,Support,"Cat./Support ratio, % (at)",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Base,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h",Type of reactor
622,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-1.56,H2,4.7,1.0,Flow cell
623,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-1.56,CO,25.3,1.0,Flow cell
624,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-1.56,CH4,0.6,1.0,Flow cell
625,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-1.56,HCOOH,6.2,1.0,Flow cell
626,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-1.56,CH3COOH,3.0,1.0,Flow cell
627,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-1.56,C2H4,23.1,1.0,Flow cell
628,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-1.56,C2H5OH,13.3,1.0,Flow cell
629,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-1.56,C3H7OH,6.4,1.0,Flow cell
630,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.06,H2,3.7,1.0,Flow cell
631,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.06,CO,31.0,1.0,Flow cell
632,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.06,CH4,0.2,1.0,Flow cell
633,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.06,HCOOH,3.4,1.0,Flow cell
634,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.06,CH3COOH,8.1,1.0,Flow cell
635,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.06,C2H4,28.0,1.0,Flow cell
636,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.06,C2H5OH,21.6,1.0,Flow cell
637,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.06,C3H7OH,2.4,1.0,Flow cell
638,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,H2,5.0,1.0,Flow cell
639,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,CO,13.5,1.0,Flow cell
640,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,CH4,0.7,1.0,Flow cell
641,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,HCOOH,2.6,1.0,Flow cell
642,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,CH3COOH,7.1,1.0,Flow cell
643,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,C2H4,52.3,1.0,Flow cell
644,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,C2H5OH,15.3,1.0,Flow cell
645,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,C3H7OH,2.7,1.0,Flow cell
646,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,H2,3.8,1.0,Flow cell
647,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,CO,17.6,1.0,Flow cell
648,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,CH4,0.2,1.0,Flow cell
649,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,HCOOH,2.3,1.0,Flow cell
650,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,CH3COOH,9.8,1.0,Flow cell
651,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,C2H4,58.2,1.0,Flow cell
652,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,C2H5OH,12.2,1.0,Flow cell
653,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,C3H7OH,0.8,1.0,Flow cell
654,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,H2,3.7,1.0,Flow cell
655,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,CO,14.1,1.0,Flow cell
656,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,CH4,0.3,1.0,Flow cell
657,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,HCOOH,1.7,1.0,Flow cell
658,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,CH3COOH,6.0,1.0,Flow cell
659,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,C2H4,61.3,1.0,Flow cell
660,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,C2H5OH,14.9,1.0,Flow cell
661,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,C3H7OH,1.8,1.0,Flow cell
662,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,H2,10.7,1.0,Flow cell
663,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,CO,9.8,1.0,Flow cell
664,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,CH4,3.0,1.0,Flow cell
665,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,HCOOH,1.8,1.0,Flow cell
666,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,CH3COOH,8.7,1.0,Flow cell
667,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,C2H4,48.7,1.0,Flow cell
668,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,C2H5OH,15.2,1.0,Flow cell
669,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,C3H7OH,1.1,1.0,Flow cell
670,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,H2,27.4,1.0,H-cell
671,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CO,4.1,1.0,H-cell
672,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CH4,5.9,1.0,H-cell
673,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,HCOOH,16.9,1.0,H-cell
674,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CH3COOH,0.4,1.0,H-cell
675,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H4,30.6,1.0,H-cell
676,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H5OH,8.2,1.0,H-cell
677,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C3H7OH,0.9,1.0,H-cell
678,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,H2,11.0,1.0,H-cell
679,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CO,1.9,1.0,H-cell
680,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CH4,10.3,1.0,H-cell
681,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,HCOOH,8.0,1.0,H-cell
682,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H4,37.2,1.0,H-cell
683,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H5OH,7.4,1.0,H-cell
684,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C3H7OH,6.5,1.0,H-cell
685,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,H2,14.0,1.0,H-cell
686,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,CO,0.9,1.0,H-cell
687,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,CH4,14.9,1.0,H-cell
688,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,HCOOH,4.3,1.0,H-cell
689,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,CH3COOH,0.8,1.0,H-cell
690,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,C2H4,37.9,1.0,H-cell
691,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,C2H5OH,14.8,1.0,H-cell
692,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,C3H7OH,2.8,1.0,H-cell
693,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,H2,11.7,1.0,H-cell
694,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,CO,0.7,1.0,H-cell
695,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,CH4,14.1,1.0,H-cell
696,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,HCOOH,2.9,1.0,H-cell
697,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,CH3COOH,1.5,1.0,H-cell
698,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,C2H4,37.1,1.0,H-cell
699,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,C2H5OH,15.2,1.0,H-cell
700,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,H2,23.3,1.0,H-cell
701,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,CO,0.4,1.0,H-cell
702,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,CH4,17.6,1.0,H-cell
703,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,HCOOH,2.3,1.0,H-cell
704,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,CH3COOH,1.4,1.0,H-cell
705,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,C2H4,20.5,1.0,H-cell
706,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,C2H5OH,9.2,1.0,H-cell
707,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,C3H7OH,4.5,1.0,H-cell
708,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,0.0,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.7,H2,43.4,1.0,H-cell
